title,Javier ratings
Undertow (2004),
Underworld (1996),
Underworld (2003),
Underworld: Awakening (2012),
Underworld: Blood Wars (2016),
Underworld: Evolution (2006),
Underworld: Rise of the Lycans (2009),
Undisputed (2002),
Undisputed II: Last Man Standing (2006),
Undisputed III: Redemption (2010),
Unedited Footage of a Bear (2014),
Unfaithful (2002),
Unfaithfully Yours (1948),
Unfinished Business (2015),
"Unfinished Life, An (2005)",
Unforgettable (1996),
"Unforgettable Summer, An (Un été inoubliable) (1994)",
Unforgiven (1992),
Unforgiven (2013),
"Unforgiven, The (1960)",
Unicorn City (2012),
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",
"Uninvited, The (2009)",
"Union: The Business Behind Getting High, The (2007)",
United 93 (2006),
"United States of Leland, The (2003)",
Universal Soldier (1992),
Universal Soldier: Day of Reckoning (2012),
Universal Soldier: The Return (1999),
Unknown (2006),
Unknown (2011),
"Unknown Known, The (2013)",
Unknown White Male (2005),
Unlawful Entry (1992),
Unleashed (Danny the Dog) (2005),
Unprecedented: The 2000 Presidential Election (2002),
"Unreasonable Man, An (2006)",
"Unsinkable Molly Brown, The (1964)",
Unstoppable (2010),
Unstrung Heroes (1995),
Untamed Heart (1993),
Unthinkable (2010),
Until the End of the World (Bis ans Ende der Welt) (1991),
Untitled Spider-Man Reboot (2017),
"Untouchables, The (1987)",
Untraceable (2008),
"Unvanquished, The (Aparajito) (1957)",
Unzipped (1995),
Up (2009),5
Up Close and Personal (1996),
Up at the Villa (2000),
Up in the Air (2009),
Upside Down (2012),5
Upside Down: The Creation Records Story (2010),
"Upside of Anger, The (2005)",
Upstream Color (2013),
Uptown Girls (2003),
Urban Cowboy (1980),
Urban Legend (1998),
Urban Legends: Final Cut (2000),
Used People (1992),
"Usual Suspects, The (1995)",
V for Vendetta (2006),
V. I. Warshawski (1991),
V/H/S (2012),
V/H/S/2 (2013),
Vacancy (2007),
Vacation (2015),
Vacations in Prostokvashino (1980),
Vagabond (Sans toit ni loi) (1985),
Valentine (2001),
Valentine's Day (2010),
Valerian and the City of a Thousand Planets (2017),
"Valet, The (La doublure) (2006)",
Valhalla Rising (2009),
Valiant (2005),
Valkyrie (2008),
Valley Girl (1983),
Valmont (1989),
Vampire Hunter D (1985),
Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),
Vampire in Brooklyn (1995),
Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),
Vampires (1998),
Vamps (2012),
Van Helsing (2004),
Vanilla Sky (2001),
"Vanishing, The (1993)",
"Vanishing, The (Spoorloos) (1988)",
Vanity Fair (2004),
Vantage Point (2008),
Vanya on 42nd Street (1994),
Varsity Blues (1999),
Vatel (2000),
Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),
Velvet Goldmine (1998),
Venom (1982),
Venus (2006),
Venus in Fur (La Vénus à la fourrure) (2013),
Vera Drake (2004),
"Verdict, The (1982)",
Veronica Guerin (2003),
Veronica Mars (2014),
Versus (2000),
Vertical Limit (2000),
Vertigo (1958),
Very Bad Things (1998),
"Very Brady Sequel, A (1996)",
"Very Harold & Kumar 3D Christmas, A (2011)",
"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",
"Very Potter Musical, A (2009)",
"Very Potter Sequel, A (2010)",
Vibes (1988),
Vice (2015),
Vicky Cristina Barcelona (2008),
Victor Frankenstein (2015),
Victor/Victoria (1982),
Victoria (2015),
Victory (a.k.a. Escape to Victory) (1981),
Videodrome (1983),
"Vie en Rose, La (Môme, La) (2007)",
View from the Top (2003),
"View to a Kill, A (1985)",
Vigilante Diaries (2016),
Village of the Damned (1960),
Village of the Damned (1995),
"Village, The (2004)",
Villain (1971),
Vincent Wants to Sea (Vincent will meer) (2010),
Violet & Daisy (2011),
Violets Are Blue... (1986),
Vir Das: Abroad Understanding (2017),
"Virgin Spring, The (Jungfrukällan) (1960)",
"Virgin Suicides, The (1999)",
Viridiana (1961),
Virtuosity (1995),
Virunga (2014),
Virus (1999),
Visions of Light: The Art of Cinematography (1992),
"Visit, The (2000)",
"Visit, The (2015)",
Visitor Q (Bizita Q) (2001),
"Visitor, The (2007)",
"Visitors, The (Visiteurs, Les) (1993)",
"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",
Voices from the List (2004),
Voices of a Distant Star (Hoshi no koe) (2003),
Volcano (1997),
Volcano High (Whasango) (2001),
Volga - Volga (1938),
Volunteers (1985),
Volver (2006),
Von Ryan's Express (1965),
Vovka in the Kingdom of Far Far Away (1965),
"Vow, The (2012)",
Voyage to the Bottom of the Sea (1961),
W. (2008),
WALL·E (2008),5
"Wackness, The (2008)",
Waco: The Rules of Engagement (1997),
Wadjda (2012),
Wag the Dog (1997),
"Wages of Fear, The (Salaire de la peur, Le) (1953)",
Wagons East (1994),
Wait Until Dark (1967),
Waiting for 'Superman' (2010),
Waiting for Guffman (1996),
Waiting to Exhale (1995),
Waiting... (2005),
Waitress (2007),
"Wake Up, Ron Burgundy (2004)",
Waking Life (2001),
Waking Ned Devine (a.k.a. Waking Ned) (1998),
Wal-Mart: The High Cost of Low Price (2005),
"Walk Among the Tombstones, A (2014)",
Walk Hard: The Dewey Cox Story (2007),
"Walk in the Clouds, A (1995)",
Walk of Shame (2014),
"Walk on the Moon, A (1999)",
Walk the Line (2005),
"Walk to Remember, A (2002)",
"Walk, Don't Run (1966)",
Walkabout (1971),
Walker (1987),
"Walker, The (2007)",
"Walking Dead, The (1995)",
Walking Tall (2004),
Walking and Talking (1996),
Walking with Monsters (2005),
Wall Street (1987),
Wall Street: Money Never Sleeps (2010),
Wallace & Gromit in The Curse of the Were-Rabbit (2005),
Wallace & Gromit: A Close Shave (1995),
Wallace & Gromit: The Best of Aardman Animation (1996),
Wallace & Gromit: The Wrong Trousers (1993),
Wallace and Gromit in 'A Matter of Loaf and Death' (2008),
Walled In (2009),
Waltz with Bashir (Vals im Bashir) (2008),
Wanderlust (2012),
Wanted (2008),
War Dance (2007),
War Dogs (2016),
War Horse (2011),
War Machine (2017),
War Room (2015),
"War Room, The (1993)",
"War Zone, The (1999)",
War and Peace (1956),
War and Peace (2016),
War for the Planet of the Apes (2017),
"War of the Roses, The (1989)",
War of the Worlds (2005),
"War of the Worlds, The (1953)",
"War, The (1994)",
WarGames (1983),
Warcraft (2016),
Ward 13 (2003),
Warm Bodies (2013),
Warrior (2011),
"Warrior's Way, The (2010)",
Warriors of Heaven and Earth (Tian di ying xiong) (2003),
"Warriors, The (1979)",
Wasabi (2001),
Washington Square (1997),
"Wasp Woman, The (1959)",
Watch Out for the Automobile (Beregis avtomobilya) (1966),
Watch on the Rhine (1943),
"Watch, The (2012)",
"Watcher in the Woods, The (1980)",
"Watcher, The (2000)",
Watching the Detectives (2007),
Watchmen (2009),
Watchmen: Tales of the Black Freighter (2009),
Water (2005),
"Water Horse: Legend of the Deep, The (2007)",
Water for Elephants (2011),
"Waterboy, The (1998)",
"Waterdance, The (1992)",
Watermark (2014),
Watership Down (1978),
Waterworld (1995),
"Wave, The (Welle, Die) (2008)",
"Way Back, The (2010)",
"Way South, The (De weg naar het zuiden) (1981)",
"Way We Were, The (1973)",
"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",
"Way of the Gun, The (2000)",
"Way, Way Back, The (2013)",
Waydowntown (2000),
Wayne's World (1992),
Wayne's World 2 (1993),
We Are Marshall (2006),
We Are What We Are (2013),
We Bought a Zoo (2011),
We Could Be King (2014),
We Don't Live Here Anymore (2004),
We Need to Talk About Kevin (2011),
We Own the Night (2007),
We Were Soldiers (2002),
We're Back! A Dinosaur's Story (1993),
We're No Angels (1955),
We're No Angels (1989),
We're the Millers (2013),
"Weather Man, The (2005)",
"Weather Underground, The (2002)",
Webmaster (1998),
"Wedding Banquet, The (Xi yan) (1993)",
Wedding Crashers (2005),
"Wedding Date, The (2005)",
"Wedding Planner, The (2001)",
"Wedding Singer, The (1998)",
Weekend (a.k.a. Le Week-end) (Week End) (1967),
Weekend at Bernie's (1989),
Weekend at Bernie's II (1993),
Weird Science (1985),
Weirdsville (2007),
Welcome to Collinwood (2002),
Welcome to Dongmakgol (2005),
Welcome to Happiness (2015),
Welcome to Me (2014),
Welcome to Mooseport (2004),
Welcome to Sarajevo (1997),
Welcome to Woop-Woop (1997),
Welcome to the Dollhouse (1995),
Welcome to the Jungle (2013),
Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),
Wendigo (2001),
Were the World Mine (2008),
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",
West Beirut (West Beyrouth) (1998),
West Side Story (1961),
Westworld (1973),
Wet Hot American Summer (2001),
Whale Rider (2002),
What About Bob? (1991),
What Dreams May Come (1998),
What Ever Happened to Baby Jane? (1962),
What Happened Was... (1994),
"What Happened, Miss Simone? (2015)",
What Happens in Vegas... (2008),
What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984),
What If (2013),
What Lies Beneath (2000),
What Love Is (2007),
What Men Still Talk About (2011),
What Men Talk About (2010),
What Planet Are You From? (2000),
What Time Is It There? (Ni neibian jidian) (2001),
What We Do in the Shadows (2014),
What Women Want (2000),
What a Girl Wants (2003),
What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),
What to Expect When You're Expecting (2012),
What's Eating Gilbert Grape (1993),
What's Love Got to Do with It? (1993),
"What's New, Pussycat (1965)",
"What's Up, Doc? (1972)",
"What's Up, Tiger Lily? (1966)",
What's Your Number? (2011),
Whatever (1998),
Whatever It Takes (2000),
Whatever Works (2009),
Wheels on Meals (Kuai can che) (1984),
When Harry Met Sally... (1989),
When Night Is Falling (1995),
When We First Met (2018),
When We Were Kings (1996),
When Worlds Collide (1951),
When You're Strange (2009),
When a Man Loves a Woman (1994),
When a Stranger Calls (1979),
When a Stranger Calls (2006),
When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960),
When in Rome (2010),
When the Cat's Away (Chacun cherche son chat) (1996),
When the Levees Broke: A Requiem in Four Acts (2006),
Where Eagles Dare (1968),
Where the Buffalo Roam (1980),
Where the Day Takes You (1992),
Where the Heart Is (2000),
Where the Money Is (2000),
Where the Wild Things Are (2009),
Where's Marlowe? (1998),
While We're Young (2014),
While You Were Fighting: A Thor Mockumentary (2016),
While You Were Sleeping (1995),
While the City Sleeps (1956),
Whip It (2009),
Whiplash (2013),
Whiplash (2014),
Whipped (2000),
Whiskey Tango Foxtrot (2016),
Whisper of the Heart (Mimi wo sumaseba) (1995),
"Whistleblower, The (2010)",
"White Balloon, The (Badkonake sefid) (1995)",
White Chicks (2004),
White Christmas (1954),
White Dog (1982),
White Fang (1991),
White Frog (2012),
White Heat (1949),
White House Down (2013),
"White Hunter, Black Heart (1990)",
White Man's Burden (1995),
White Men Can't Jump (1992),
White Nights (1985),
White Noise (2005),
White Oleander (2002),
"White Ribbon, The (Das weiße Band) (2009)",
White Sands (1992),
White Squall (1996),
"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",
White Water Summer (1987),
Who Am I (Kein System Ist Sicher) (2014),
Who Am I? (Wo shi shei) (1998),
Who Framed Roger Rabbit? (1988),5
Who Is Cletis Tout? (2001),
Who Killed Chea Vichea? (2010),
Who Killed the Electric Car? (2006),
Who'll Stop the Rain (1978),
Who's Afraid of Virginia Woolf? (1966),
Who's Harry Crumb? (1989),
Who's That Girl? (1987),
Who's That Knocking at My Door? (1967),
"Whole Nine Yards, The (2000)",
"Whole Ten Yards, The (2004)",
"Whole Wide World, The (1996)",
Why Do Fools Fall In Love? (1998),
Why Don't You Play In Hell? (Jigoku de naze warui) (2013),
Why Him? (2016),
Why Man Creates (1968),
Why Stop Now (2012),
Why We Fight (2005),
Wicked Blood (2014),
Wicked City (Yôjû toshi) (1987),
"Wicker Man, The (1973)",
"Wicker Man, The (2006)",
Wicker Park (2004),
Wide Awake (1998),
"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",
Widows' Peak (1994),
Wiener-Dog (2016),
Wilbur Wants to Kill Himself (2002),
Wild (2014),
Wild America (1997),
Wild Bill (1995),
"Wild Bunch, The (1969)",
Wild Card (2015),
Wild Child (2008),
Wild China (2008),
Wild Hogs (2007),
Wild Horses (2015),
Wild Oats (2016),
Wild Orchid (1990),
"Wild Parrots of Telegraph Hill, The (2003)",
Wild Reeds (Les roseaux sauvages) (1994),
Wild Strawberries (Smultronstället) (1957),
Wild Tales (2014),
Wild Things (1998),
Wild Wild West (1999),
Wild at Heart (1990),
"Wild, The (2006)",
Wildcats (1986),
Willard (2003),
William Shakespeare's A Midsummer Night's Dream (1999),
William Shakespeare's Romeo + Juliet (1996),
Willow (1988),4
Willy Wonka & the Chocolate Factory (1971),4
Willy/Milly (1986),
Wimbledon (2004),
Win It All (2017),
Win Win (2011),
Win a Date with Tad Hamilton! (2004),
Winchester '73 (1950),
"Wind Rises, The (Kaze tachinu) (2013)",
Wind River (2017),
"Wind That Shakes the Barley, The (2006)",
"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",
"Wind and the Lion, The (1975)",
Winds of the Wasteland (1936),
Windtalkers (2002),
Wing Commander (1999),
"Winged Migration (Peuple migrateur, Le) (2001)",
"Wings of Desire (Himmel über Berlin, Der) (1987)",
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),
"Wings of the Dove, The (1997)",
"Wings, Legs and Tails (1986)",
Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),
Winnie Pooh (1969),4
Winnie the Pooh (2011),
Winnie the Pooh Goes Visiting (1971),
Winnie the Pooh and Tigger Too (1974),
Winnie the Pooh and the Blustery Day (1968),
Winnie the Pooh and the Day of Concern (1972),
Winnie the Pooh and the Honey Tree (1966),
"Winslow Boy, The (1999)",
Winter Light (Nattvardsgästerna) (1963),
Winter Passing (2005),
Winter in Prostokvashino (1984),
Winter's Bone (2010),
Winter's Tale (2014),
Wisdom (1986),
Wishmaster (1997),
Wit (2001),
Witch Hunt (1999),
"Witches of Eastwick, The (1987)",
"Witches, The (1990)",
"Witchfinder General (Conquerer Worm, The) (1968)",
With Great Power: The Stan Lee Story (2012),
With Honors (1994),
With Six You Get Eggroll (1968),
"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",
Withnail & I (1987),
Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),
Without a Clue (1988),
Without a Paddle (2004),
Witness (1985),
Witness for the Prosecution (1957),
"Wiz, The (1978)",
"Wizard of Oz, The (1939)",
"Wizard, The (1989)",
Wizards (1977),
Wizards of Waverly Place: The Movie (2009),
Wizards of the Lost Kingdom II (1989),
Wolf (1994),
Wolf Children (Okami kodomo no ame to yuki) (2012),
Wolf Creek (2005),
"Wolf Man, The (1941)",
Wolf and Calf (1984),
"Wolf of Wall Street, The (2013)",
"Wolfman, The (2010)",
"Wolverine, The (2013)",
"Woman Is a Woman, A (femme est une femme, Une) (1961)",
"Woman Next Door, The (Femme d'à côté, La) (1981)",
"Woman Under the Influence, A (1974)",
"Woman in Black, The (2012)",
Woman in Gold (2015),
Woman in Love (Rubbeldiekatz) (2011),
"Woman in Red, The (1984)",
Woman in the Dunes (Suna no onna) (1964),
"Woman of Paris, A (1923)",
Woman of the Year (1942),
Woman on Top (2000),
"Woman, The (2011)",
Women in Trouble (2009),
"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),
"Women, The (1939)",
Won't You Be My Neighbor? (2018),
Wonder (2017),
Wonder Boys (2000),
Wonder Wheel (2017),
Wonder Woman (2009),
Wonder Woman (2017),
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",
Wonderland (1999),
Wonderland (2003),
"Woods, The (2006)",
"Woodsman, The (2004)",
Wordplay (2006),
"Words, The (2012)",
Working Girl (1988),
"World According to Garp, The (1982)",
"World Is Not Enough, The (1999)",
World Trade Center (2006),
World Traveler (2001),
World War Z (2013),
"World of Apu, The (Apur Sansar) (1959)",
World of Glory (1991),
"World of Henry Orient, The (1964)",
World of Tomorrow (2015),
World on a Wire (Welt am Draht) (1973),
"World's End, The (2013)",
"World's Fastest Indian, The (2005)",
World's Greatest Dad (2009),
Wow! A Talking Fish! (1983),
Woyzeck (1979),
"Wraith, The (1986)",
Wrath of the Titans (2012),
Wreck-It Ralph (2012),
"Wrestler, The (2008)",
Wrinkles (Arrugas) (2011),
Wristcutters: A Love Story (2006),
Written on the Wind (1956),
Wrong (2012),
"Wrong Arm of the Law, The (1963)",
Wrong Cops (2013),
"Wrong Man, The (1956)",
Wrong Turn (2003),
Wrong Turn 2: Dead End (2007),
Wrongfully Accused (1998),
Wuthering Heights (1939),
Wuthering Heights (1992),
Wyatt Earp (1994),
Wyrmwood (2015),
"X-Files: Fight the Future, The (1998)",
"X-Files: I Want to Believe, The (2008)",
X-Men (2000),
X-Men Origins: Wolverine (2009),5
X-Men: Apocalypse (2016),4
X-Men: Days of Future Past (2014),4
X-Men: First Class (2011),4
X-Men: The Last Stand (2006),4
X2: X-Men United (2003),
Yankee Doodle Dandy (1942),
"Yards, The (2000)",
Year One (2009),
"Year of Living Dangerously, The (1982)",
Year of the Dragon (1985),
Year of the Horse (1997),
"Yearling, The (1946)",
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",
Yellow Submarine (1968),
Yentl (1983),
Yes Man (2008),
"Yes Men Fix the World, The (2009)",
"Yes Men, The (2003)",
"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",
Yi Yi (2000),
Yogi Bear (2010),
Yojimbo (1961),
Yongary: Monster from the Deep (1967),
You Again (2010),
You Are the Apple of My Eye (2011),
You Can Count on Me (2000),
You Can't Take It with You (1938),
You Don't Mess with the Zohan (2008),
You Got Served (2004),
You Only Live Once (1937),
You Only Live Twice (1967),
You Will Meet a Tall Dark Stranger (2010),
You'll Never Get Rich (1941),
You're Next (2011),
You've Got Mail (1998),
"You, Me and Dupree (2006)",
Young Adult (2011),
Young Doctors in Love (1982),
Young Einstein (1988),
Young Frankenstein (1974),4
Young Guns (1988),
Young Guns II (1990),
Young People Fucking (a.k.a. YPF) (2007),
"Young Poisoner's Handbook, The (1995)",
Young Sherlock Holmes (1985),
"Young Victoria, The (2009)",
"Young and the Damned, The (Olvidados, Los) (1950)",
Youngblood (1986),
Your Friends and Neighbors (1998),
Your Highness (2011),
Your Name. (2016),
Your Sister's Sister (2011),
"Yours, Mine and Ours (1968)",
"Yours, Mine and Ours (2005)",
Youth (2015),
Youth Without Youth (2007),
Youth in Revolt (2009),
Youth of the Beast (Yaju no seishun) (1963),
